"time_steps","fancy-sweep-9 - _step","fancy-sweep-9 - _step__MIN","fancy-sweep-9 - _step__MAX","fancy-sweep-9 - agent_avg_eval_r_mean","fancy-sweep-9 - agent_avg_eval_r_mean__MIN","fancy-sweep-9 - agent_avg_eval_r_mean__MAX","fragrant-sweep-8 - _step","fragrant-sweep-8 - _step__MIN","fragrant-sweep-8 - _step__MAX","fragrant-sweep-8 - agent_avg_eval_r_mean","fragrant-sweep-8 - agent_avg_eval_r_mean__MIN","fragrant-sweep-8 - agent_avg_eval_r_mean__MAX","deft-sweep-7 - _step","deft-sweep-7 - _step__MIN","deft-sweep-7 - _step__MAX","deft-sweep-7 - agent_avg_eval_r_mean","deft-sweep-7 - agent_avg_eval_r_mean__MIN","deft-sweep-7 - agent_avg_eval_r_mean__MAX","treasured-sweep-6 - _step","treasured-sweep-6 - _step__MIN","treasured-sweep-6 - _step__MAX","treasured-sweep-6 - agent_avg_eval_r_mean","treasured-sweep-6 - agent_avg_eval_r_mean__MIN","treasured-sweep-6 - agent_avg_eval_r_mean__MAX","pleasant-sweep-5 - _step","pleasant-sweep-5 - _step__MIN","pleasant-sweep-5 - _step__MAX","pleasant-sweep-5 - agent_avg_eval_r_mean","pleasant-sweep-5 - agent_avg_eval_r_mean__MIN","pleasant-sweep-5 - agent_avg_eval_r_mean__MAX","scarlet-sweep-4 - _step","scarlet-sweep-4 - _step__MIN","scarlet-sweep-4 - _step__MAX","scarlet-sweep-4 - agent_avg_eval_r_mean","scarlet-sweep-4 - agent_avg_eval_r_mean__MIN","scarlet-sweep-4 - agent_avg_eval_r_mean__MAX","serene-sweep-2 - _step","serene-sweep-2 - _step__MIN","serene-sweep-2 - _step__MAX","serene-sweep-2 - agent_avg_eval_r_mean","serene-sweep-2 - agent_avg_eval_r_mean__MIN","serene-sweep-2 - agent_avg_eval_r_mean__MAX","zesty-sweep-3 - _step","zesty-sweep-3 - _step__MIN","zesty-sweep-3 - _step__MAX","zesty-sweep-3 - agent_avg_eval_r_mean","zesty-sweep-3 - agent_avg_eval_r_mean__MIN","zesty-sweep-3 - agent_avg_eval_r_mean__MAX","gentle-sweep-1 - _step","gentle-sweep-1 - _step__MIN","gentle-sweep-1 - _step__MAX","gentle-sweep-1 - agent_avg_eval_r_mean","gentle-sweep-1 - agent_avg_eval_r_mean__MIN","gentle-sweep-1 - agent_avg_eval_r_mean__MAX","helpful-sweep-3 - _step","helpful-sweep-3 - _step__MIN","helpful-sweep-3 - _step__MAX","helpful-sweep-3 - agent_avg_eval_r_mean","helpful-sweep-3 - agent_avg_eval_r_mean__MIN","helpful-sweep-3 - agent_avg_eval_r_mean__MAX"
"170000","100","100","100","48.11641559286194","48.11641559286194","48.11641559286194","100","100","100","49.875561308016024","49.875561308016024","49.875561308016024","100","100","100","47.82005229732503","47.82005229732503","47.82005229732503","100","100","100","46.877484784703746","46.877484784703746","46.877484784703746","100","100","100","48.337929974505144","48.337929974505144","48.337929974505144","100","100","100","47.837348624349005","47.837348624349005","47.837348624349005","100","100","100","48.01126944816904","48.01126944816904","48.01126944816904","100","100","100","51.490905031973064","51.490905031973064","51.490905031973064","100","100","100","51.68284116388762","51.68284116388762","51.68284116388762","100","100","100","48.671380974600176","48.671380974600176","48.671380974600176"
"171700","101","101","101","48.61606819512221","48.61606819512221","48.61606819512221","101","101","101","49.67897273558995","49.67897273558995","49.67897273558995","101","101","101","47.69899847180478","47.69899847180478","47.69899847180478","101","101","101","47.27038045038451","47.27038045038451","47.27038045038451","101","101","101","49.04078190411535","49.04078190411535","49.04078190411535","101","101","101","47.234329474213716","47.234329474213716","47.234329474213716","101","101","101","48.134552198486944","48.134552198486944","48.134552198486944","101","101","101","50.78654113667935","50.78654113667935","50.78654113667935","101","101","101","51.41178076459973","51.41178076459973","51.41178076459973","101","101","101","48.95511039444163","48.95511039444163","48.95511039444163"
"173400","102","102","102","48.387469566671534","48.387469566671534","48.387469566671534","102","102","102","49.601969239026765","49.601969239026765","49.601969239026765","102","102","102","47.8051488875286","47.8051488875286","47.8051488875286","102","102","102","46.99738543376934","46.99738543376934","46.99738543376934","102","102","102","50.28385113231524","50.28385113231524","50.28385113231524","102","102","102","46.89287564929637","46.89287564929637","46.89287564929637","102","102","102","48.490710702249814","48.490710702249814","48.490710702249814","102","102","102","49.57210002091099","49.57210002091099","49.57210002091099","102","102","102","51.4456333687883","51.4456333687883","51.4456333687883","102","102","102","48.9127270412251","48.9127270412251","48.9127270412251"
"175100","103","103","103","48.06641129578835","48.06641129578835","48.06641129578835","103","103","103","49.1529840612646","49.1529840612646","49.1529840612646","103","103","103","47.484936735432086","47.484936735432086","47.484936735432086","103","103","103","46.90692257729353","46.90692257729353","46.90692257729353","103","103","103","50.30151025734846","50.30151025734846","50.30151025734846","103","103","103","46.764395122374516","46.764395122374516","46.764395122374516","103","103","103","48.05805380365111","48.05805380365111","48.05805380365111","103","103","103","49.731961899233504","49.731961899233504","49.731961899233504","103","103","103","51.7244613650313","51.7244613650313","51.7244613650313","103","103","103","49.257249519228665","49.257249519228665","49.257249519228665"
"176800","104","104","104","48.34187654339419","48.34187654339419","48.34187654339419","104","104","104","49.467842521930145","49.467842521930145","49.467842521930145","104","104","104","47.21596688726913","47.21596688726913","47.21596688726913","104","104","104","46.54183308219215","46.54183308219215","46.54183308219215","104","104","104","49.75009066297091","49.75009066297091","49.75009066297091","104","104","104","47.810569578261536","47.810569578261536","47.810569578261536","104","104","104","48.82272740424244","48.82272740424244","48.82272740424244","104","104","104","49.066248586014396","49.066248586014396","49.066248586014396","104","104","104","52.157267542200174","52.157267542200174","52.157267542200174","104","104","104","49.65368503376772","49.65368503376772","49.65368503376772"
"178500","105","105","105","48.189555625030316","48.189555625030316","48.189555625030316","105","105","105","49.65253585374572","49.65253585374572","49.65253585374572","105","105","105","47.278361111263166","47.278361111263166","47.278361111263166","105","105","105","46.893781594120476","46.893781594120476","46.893781594120476","105","105","105","49.63621287556012","49.63621287556012","49.63621287556012","105","105","105","47.44862646992734","47.44862646992734","47.44862646992734","105","105","105","48.97872145948802","48.97872145948802","48.97872145948802","105","105","105","49.1154462464501","49.1154462464501","49.1154462464501","105","105","105","52.46919528021031","52.46919528021031","52.46919528021031","105","105","105","49.87707062585455","49.87707062585455","49.87707062585455"
"180200","106","106","106","48.735424467063915","48.735424467063915","48.735424467063915","106","106","106","49.9246520294997","49.9246520294997","49.9246520294997","106","106","106","46.960367497143636","46.960367497143636","46.960367497143636","106","106","106","47.4617064011871","47.4617064011871","47.4617064011871","106","106","106","49.655028429572276","49.655028429572276","49.655028429572276","106","106","106","47.66193748066755","47.66193748066755","47.66193748066755","106","106","106","49.381893092316766","49.381893092316766","49.381893092316766","106","106","106","49.07239576433075","49.07239576433075","49.07239576433075","106","106","106","52.51344745638025","52.51344745638025","52.51344745638025","106","106","106","51.181232719175014","51.181232719175014","51.181232719175014"
"181900","107","107","107","49.16822214372204","49.16822214372204","49.16822214372204","107","107","107","49.565955850651555","49.565955850651555","49.565955850651555","107","107","107","46.813544131911904","46.813544131911904","46.813544131911904","107","107","107","46.89097310693108","46.89097310693108","46.89097310693108","107","107","107","49.15227416842783","49.15227416842783","49.15227416842783","107","107","107","47.609947090025116","47.609947090025116","47.609947090025116","107","107","107","48.970040065438916","48.970040065438916","48.970040065438916","107","107","107","48.96222125298525","48.96222125298525","48.96222125298525","107","107","107","52.543696514143555","52.543696514143555","52.543696514143555","107","107","107","51.60728844419535","51.60728844419535","51.60728844419535"
"183600","108","108","108","49.626918211078525","49.626918211078525","49.626918211078525","108","108","108","48.96256243249928","48.96256243249928","48.96256243249928","108","108","108","47.54260869565071","47.54260869565071","47.54260869565071","108","108","108","46.8437979671165","46.8437979671165","46.8437979671165","108","108","108","48.95899902747342","48.95899902747342","48.95899902747342","108","108","108","47.84964653054571","47.84964653054571","47.84964653054571","108","108","108","49.9362418125648","49.9362418125648","49.9362418125648","108","108","108","48.505464606810776","48.505464606810776","48.505464606810776","108","108","108","52.11830922466575","52.11830922466575","52.11830922466575","108","108","108","50.408978255212745","50.408978255212745","50.408978255212745"
"185300","109","109","109","50.181768786071615","50.181768786071615","50.181768786071615","109","109","109","49.065396832808744","49.065396832808744","49.065396832808744","109","109","109","47.59961386320596","47.59961386320596","47.59961386320596","109","109","109","46.24653213087388","46.24653213087388","46.24653213087388","109","109","109","48.72318393675254","48.72318393675254","48.72318393675254","109","109","109","47.62370838941288","47.62370838941288","47.62370838941288","109","109","109","50.223888796144045","50.223888796144045","50.223888796144045","109","109","109","48.904182205510054","48.904182205510054","48.904182205510054","109","109","109","51.652368342486376","51.652368342486376","51.652368342486376","109","109","109","50.59967903271997","50.59967903271997","50.59967903271997"
"187000","110","110","110","50.62897640996096","50.62897640996096","50.62897640996096","110","110","110","49.30798703384899","49.30798703384899","49.30798703384899","110","110","110","47.94653413542108","47.94653413542108","47.94653413542108","110","110","110","46.282825906811865","46.282825906811865","46.282825906811865","110","110","110","47.387179237423595","47.387179237423595","47.387179237423595","110","110","110","47.76045492104787","47.76045492104787","47.76045492104787","110","110","110","49.30577556886872","49.30577556886872","49.30577556886872","110","110","110","48.73983910500231","48.73983910500231","48.73983910500231","110","110","110","51.693218669340595","51.693218669340595","51.693218669340595","110","110","110","50.856147282640556","50.856147282640556","50.856147282640556"
"188700","111","111","111","50.73612685605328","50.73612685605328","50.73612685605328","111","111","111","49.3460872696769","49.3460872696769","49.3460872696769","111","111","111","47.99052078765648","47.99052078765648","47.99052078765648","111","111","111","46.619379463225485","46.619379463225485","46.619379463225485","111","111","111","48.02519043592311","48.02519043592311","48.02519043592311","111","111","111","48.15763041710361","48.15763041710361","48.15763041710361","111","111","111","48.627883238181084","48.627883238181084","48.627883238181084","111","111","111","49.141280286532265","49.141280286532265","49.141280286532265","111","111","111","51.96733844730511","51.96733844730511","51.96733844730511","111","111","111","50.49038418294444","50.49038418294444","50.49038418294444"
"190400","112","112","112","50.919493125948485","50.919493125948485","50.919493125948485","112","112","112","49.641263756880406","49.641263756880406","49.641263756880406","112","112","112","48.008092723239606","48.008092723239606","48.008092723239606","112","112","112","46.84443870334601","46.84443870334601","46.84443870334601","112","112","112","48.56532901008404","48.56532901008404","48.56532901008404","112","112","112","48.655604684497874","48.655604684497874","48.655604684497874","112","112","112","48.75500796060488","48.75500796060488","48.75500796060488","112","112","112","49.16405912478939","49.16405912478939","49.16405912478939","112","112","112","52.088378757745225","52.088378757745225","52.088378757745225","112","112","112","50.40743169981368","50.40743169981368","50.40743169981368"
"192100","113","113","113","51.59544506984478","51.59544506984478","51.59544506984478","113","113","113","50.02067446285093","50.02067446285093","50.02067446285093","113","113","113","49.04273657824547","49.04273657824547","49.04273657824547","113","113","113","46.2714015056071","46.2714015056071","46.2714015056071","113","113","113","48.53836155089626","48.53836155089626","48.53836155089626","113","113","113","47.97215982035692","47.97215982035692","47.97215982035692","113","113","113","48.18519952767545","48.18519952767545","48.18519952767545","113","113","113","48.95756867578682","48.95756867578682","48.95756867578682","113","113","113","52.18255286546195","52.18255286546195","52.18255286546195","113","113","113","49.61628637826346","49.61628637826346","49.61628637826346"
"193800","114","114","114","51.1497464974366","51.1497464974366","51.1497464974366","114","114","114","50.549843280154356","50.549843280154356","50.549843280154356","114","114","114","49.03217998074053","49.03217998074053","49.03217998074053","114","114","114","46.59502596927233","46.59502596927233","46.59502596927233","114","114","114","48.60156050597348","48.60156050597348","48.60156050597348","114","114","114","47.66440696449441","47.66440696449441","47.66440696449441","114","114","114","48.19497910621346","48.19497910621346","48.19497910621346","114","114","114","48.273591094203994","48.273591094203994","48.273591094203994","114","114","114","52.71735111615463","52.71735111615463","52.71735111615463","114","114","114","49.09090398401085","49.09090398401085","49.09090398401085"
"195500","115","115","115","50.812554169500984","50.812554169500984","50.812554169500984","115","115","115","50.531888208364805","50.531888208364805","50.531888208364805","115","115","115","49.21952445016054","49.21952445016054","49.21952445016054","115","115","115","47.86483576176933","47.86483576176933","47.86483576176933","115","115","115","49.35037986164385","49.35037986164385","49.35037986164385","115","115","115","47.28527997840037","47.28527997840037","47.28527997840037","115","115","115","47.59154995698677","47.59154995698677","47.59154995698677","115","115","115","47.47926581167859","47.47926581167859","47.47926581167859","115","115","115","52.510483733097196","52.510483733097196","52.510483733097196","115","115","115","48.88540106439558","48.88540106439558","48.88540106439558"
"197200","116","116","116","50.42582221240883","50.42582221240883","50.42582221240883","116","116","116","50.84184901220368","50.84184901220368","50.84184901220368","116","116","116","49.44865919670522","49.44865919670522","49.44865919670522","116","116","116","48.58270794624204","48.58270794624204","48.58270794624204","116","116","116","49.88111547200846","49.88111547200846","49.88111547200846","116","116","116","47.73615838002495","47.73615838002495","47.73615838002495","116","116","116","47.64622326736967","47.64622326736967","47.64622326736967","116","116","116","47.21781272275092","47.21781272275092","47.21781272275092","116","116","116","52.48620637070741","52.48620637070741","52.48620637070741","116","116","116","48.70179259241127","48.70179259241127","48.70179259241127"
