"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - collision_end_mean","peach-sweep-10 - collision_end_mean__MIN","peach-sweep-10 - collision_end_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - collision_end_mean","exalted-sweep-9 - collision_end_mean__MIN","exalted-sweep-9 - collision_end_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - collision_end_mean","balmy-sweep-8 - collision_end_mean__MIN","balmy-sweep-8 - collision_end_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - collision_end_mean","still-sweep-7 - collision_end_mean__MIN","still-sweep-7 - collision_end_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - collision_end_mean","graceful-sweep-6 - collision_end_mean__MIN","graceful-sweep-6 - collision_end_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - collision_end_mean","lively-sweep-5 - collision_end_mean__MIN","lively-sweep-5 - collision_end_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - collision_end_mean","astral-sweep-4 - collision_end_mean__MIN","astral-sweep-4 - collision_end_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - collision_end_mean","light-sweep-3 - collision_end_mean__MIN","light-sweep-3 - collision_end_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - collision_end_mean","eternal-sweep-2 - collision_end_mean__MIN","eternal-sweep-2 - collision_end_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - collision_end_mean","hardy-sweep-1 - collision_end_mean__MIN","hardy-sweep-1 - collision_end_mean__MAX"
"95500","4775","4775","4775","0.4","0.4","0.4","4775","4775","4775","0.32","0.32","0.32","4775","4775","4775","0.32","0.32","0.32","4775","4775","4775","0.32","0.32","0.32","4775","4775","4775","0.28","0.28","0.28","4775","4775","4775","0.36","0.36","0.36","4775","4775","4775","0.44","0.44","0.44","4775","4775","4775","0.44","0.44","0.44","4775","4775","4775","0.28","0.28","0.28","4775","4775","4775","0.28","0.28","0.28"
"96000","4800","4800","4800","0.4","0.4","0.4","4800","4800","4800","0.24","0.24","0.24","4800","4800","4800","0.32","0.32","0.32","4800","4800","4800","0.36","0.36","0.36","4800","4800","4800","0.28","0.28","0.28","4800","4800","4800","0.36","0.36","0.36","4800","4800","4800","0.32","0.32","0.32","4800","4800","4800","0.44","0.44","0.44","4800","4800","4800","0.36","0.36","0.36","4800","4800","4800","0.24","0.24","0.24"
"96500","4825","4825","4825","0.32","0.32","0.32","4825","4825","4825","0.4","0.4","0.4","4825","4825","4825","0.2","0.2","0.2","4825","4825","4825","0.36","0.36","0.36","4825","4825","4825","0.36","0.36","0.36","4825","4825","4825","0.36","0.36","0.36","4825","4825","4825","0.32","0.32","0.32","4825","4825","4825","0.4","0.4","0.4","4825","4825","4825","0.24","0.24","0.24","4825","4825","4825","0.2","0.2","0.2"
"97000","4850","4850","4850","0.24","0.24","0.24","4850","4850","4850","0.36","0.36","0.36","4850","4850","4850","0.28","0.28","0.28","4850","4850","4850","0.36","0.36","0.36","4850","4850","4850","0.36","0.36","0.36","4850","4850","4850","0.44","0.44","0.44","4850","4850","4850","0.32","0.32","0.32","4850","4850","4850","0.28","0.28","0.28","4850","4850","4850","0.28","0.28","0.28","4850","4850","4850","0.36","0.36","0.36"
"97500","4875","4875","4875","0.24","0.24","0.24","4875","4875","4875","0.32","0.32","0.32","4875","4875","4875","0.32","0.32","0.32","4875","4875","4875","0.4","0.4","0.4","4875","4875","4875","0.48","0.48","0.48","4875","4875","4875","0.32","0.32","0.32","4875","4875","4875","0.4","0.4","0.4","4875","4875","4875","0.32","0.32","0.32","4875","4875","4875","0.24","0.24","0.24","4875","4875","4875","0.4","0.4","0.4"
"98000","4900","4900","4900","0.28","0.28","0.28","4900","4900","4900","0.44","0.44","0.44","4900","4900","4900","0.28","0.28","0.28","4900","4900","4900","0.36","0.36","0.36","4900","4900","4900","0.52","0.52","0.52","4900","4900","4900","0.28","0.28","0.28","4900","4900","4900","0.52","0.52","0.52","4900","4900","4900","0.44","0.44","0.44","4900","4900","4900","0.44","0.44","0.44","4900","4900","4900","0.36","0.36","0.36"
"98500","4925","4925","4925","0.32","0.32","0.32","4925","4925","4925","0.44","0.44","0.44","4925","4925","4925","0.24","0.24","0.24","4925","4925","4925","0.32","0.32","0.32","4925","4925","4925","0.48","0.48","0.48","4925","4925","4925","0.24","0.24","0.24","4925","4925","4925","0.4","0.4","0.4","4925","4925","4925","0.36","0.36","0.36","4925","4925","4925","0.52","0.52","0.52","4925","4925","4925","0.4","0.4","0.4"
"99000","4950","4950","4950","0.28","0.28","0.28","4950","4950","4950","0.32","0.32","0.32","4950","4950","4950","0.28","0.28","0.28","4950","4950","4950","0.4","0.4","0.4","4950","4950","4950","0.48","0.48","0.48","4950","4950","4950","0.36","0.36","0.36","4950","4950","4950","0.44","0.44","0.44","4950","4950","4950","0.44","0.44","0.44","4950","4950","4950","0.32","0.32","0.32","4950","4950","4950","0.4","0.4","0.4"
"99500","4975","4975","4975","0.28","0.28","0.28","4975","4975","4975","0.36","0.36","0.36","4975","4975","4975","0.32","0.32","0.32","4975","4975","4975","0.32","0.32","0.32","4975","4975","4975","0.44","0.44","0.44","4975","4975","4975","0.36","0.36","0.36","4975","4975","4975","0.4","0.4","0.4","4975","4975","4975","0.36","0.36","0.36","4975","4975","4975","0.24","0.24","0.24","4975","4975","4975","0.44","0.44","0.44"
"100500","5025","5025","5025","0.44","0.44","0.44","5025","5025","5025","0.28","0.28","0.28","5025","5025","5025","0.28","0.28","0.28","5025","5025","5025","0.28","0.28","0.28","5025","5025","5025","0.36","0.36","0.36","5025","5025","5025","0.52","0.52","0.52","5025","5025","5025","0.44","0.44","0.44","5025","5025","5025","0.4","0.4","0.4","5025","5025","5025","0.4","0.4","0.4","5025","5025","5025","0.44","0.44","0.44"
"101000","5050","5050","5050","0.36","0.36","0.36","5050","5050","5050","0.2","0.2","0.2","5050","5050","5050","0.36","0.36","0.36","5050","5050","5050","0.4","0.4","0.4","5050","5050","5050","0.4","0.4","0.4","5050","5050","5050","0.56","0.56","0.56","5050","5050","5050","0.44","0.44","0.44","5050","5050","5050","0.32","0.32","0.32","5050","5050","5050","0.4","0.4","0.4","5050","5050","5050","0.4","0.4","0.4"
"101500","5075","5075","5075","0.32","0.32","0.32","5075","5075","5075","0.2","0.2","0.2","5075","5075","5075","0.32","0.32","0.32","5075","5075","5075","0.36","0.36","0.36","5075","5075","5075","0.44","0.44","0.44","5075","5075","5075","0.48","0.48","0.48","5075","5075","5075","0.44","0.44","0.44","5075","5075","5075","0.44","0.44","0.44","5075","5075","5075","0.44","0.44","0.44","5075","5075","5075","0.36","0.36","0.36"
"102000","5100","5100","5100","0.28","0.28","0.28","5100","5100","5100","0.28","0.28","0.28","5100","5100","5100","0.28","0.28","0.28","5100","5100","5100","0.36","0.36","0.36","5100","5100","5100","0.36","0.36","0.36","5100","5100","5100","0.4","0.4","0.4","5100","5100","5100","0.28","0.28","0.28","5100","5100","5100","0.4","0.4","0.4","5100","5100","5100","0.36","0.36","0.36","5100","5100","5100","0.36","0.36","0.36"
"102500","5125","5125","5125","0.36","0.36","0.36","5125","5125","5125","0.24","0.24","0.24","5125","5125","5125","0.24","0.24","0.24","5125","5125","5125","0.32","0.32","0.32","5125","5125","5125","0.32","0.32","0.32","5125","5125","5125","0.32","0.32","0.32","5125","5125","5125","0.32","0.32","0.32","5125","5125","5125","0.32","0.32","0.32","5125","5125","5125","0.36","0.36","0.36","5125","5125","5125","0.24","0.24","0.24"
"103000","5150","5150","5150","0.48","0.48","0.48","5150","5150","5150","0.32","0.32","0.32","5150","5150","5150","0.32","0.32","0.32","5150","5150","5150","0.2","0.2","0.2","5150","5150","5150","0.4","0.4","0.4","5150","5150","5150","0.28","0.28","0.28","5150","5150","5150","0.36","0.36","0.36","5150","5150","5150","0.28","0.28","0.28","5150","5150","5150","0.4","0.4","0.4","5150","5150","5150","0.28","0.28","0.28"
"103500","5175","5175","5175","0.44","0.44","0.44","5175","5175","5175","0.44","0.44","0.44","5175","5175","5175","0.24","0.24","0.24","5175","5175","5175","0.32","0.32","0.32","5175","5175","5175","0.44","0.44","0.44","5175","5175","5175","0.36","0.36","0.36","5175","5175","5175","0.32","0.32","0.32","5175","5175","5175","0.32","0.32","0.32","5175","5175","5175","0.4","0.4","0.4","5175","5175","5175","0.28","0.28","0.28"
"104000","5200","5200","5200","0.32","0.32","0.32","5200","5200","5200","0.44","0.44","0.44","5200","5200","5200","0.36","0.36","0.36","5200","5200","5200","0.36","0.36","0.36","5200","5200","5200","0.4","0.4","0.4","5200","5200","5200","0.32","0.32","0.32","5200","5200","5200","0.44","0.44","0.44","5200","5200","5200","0.44","0.44","0.44","5200","5200","5200","0.36","0.36","0.36","5200","5200","5200","0.32","0.32","0.32"
"104500","5225","5225","5225","0.36","0.36","0.36","5225","5225","5225","0.32","0.32","0.32","5225","5225","5225","0.44","0.44","0.44","5225","5225","5225","0.36","0.36","0.36","5225","5225","5225","0.4","0.4","0.4","5225","5225","5225","0.28","0.28","0.28","5225","5225","5225","0.44","0.44","0.44","5225","5225","5225","0.32","0.32","0.32","5225","5225","5225","0.24","0.24","0.24","5225","5225","5225","0.44","0.44","0.44"
"105000","5250","5250","5250","0.32","0.32","0.32","5250","5250","5250","0.36","0.36","0.36","5250","5250","5250","0.36","0.36","0.36","5250","5250","5250","0.24","0.24","0.24","5250","5250","5250","0.28","0.28","0.28","5250","5250","5250","0.28","0.28","0.28","5250","5250","5250","0.4","0.4","0.4","5250","5250","5250","0.36","0.36","0.36","5250","5250","5250","0.2","0.2","0.2","5250","5250","5250","0.44","0.44","0.44"
"105500","5275","5275","5275","0.32","0.32","0.32","5275","5275","5275","0.28","0.28","0.28","5275","5275","5275","0.36","0.36","0.36","5275","5275","5275","0.2","0.2","0.2","5275","5275","5275","0.32","0.32","0.32","5275","5275","5275","0.2","0.2","0.2","5275","5275","5275","0.4","0.4","0.4","5275","5275","5275","0.32","0.32","0.32","5275","5275","5275","0.4","0.4","0.4","5275","5275","5275","0.36","0.36","0.36"
"106000","5300","5300","5300","0.32","0.32","0.32","5300","5300","5300","0.24","0.24","0.24","5300","5300","5300","0.28","0.28","0.28","5300","5300","5300","0.36","0.36","0.36","5300","5300","5300","0.32","0.32","0.32","5300","5300","5300","0.24","0.24","0.24","5300","5300","5300","0.44","0.44","0.44","5300","5300","5300","0.4","0.4","0.4","5300","5300","5300","0.48","0.48","0.48","5300","5300","5300","0.28","0.28","0.28"
"106500","5325","5325","5325","0.36","0.36","0.36","5325","5325","5325","0.24","0.24","0.24","5325","5325","5325","0.36","0.36","0.36","5325","5325","5325","0.4","0.4","0.4","5325","5325","5325","0.44","0.44","0.44","5325","5325","5325","0.28","0.28","0.28","5325","5325","5325","0.36","0.36","0.36","5325","5325","5325","0.44","0.44","0.44","5325","5325","5325","0.44","0.44","0.44","5325","5325","5325","0.44","0.44","0.44"
"107000","5350","5350","5350","0.28","0.28","0.28","5350","5350","5350","0.2","0.2","0.2","5350","5350","5350","0.4","0.4","0.4","5350","5350","5350","0.36","0.36","0.36","5350","5350","5350","0.32","0.32","0.32","5350","5350","5350","0.32","0.32","0.32","5350","5350","5350","0.4","0.4","0.4","5350","5350","5350","0.36","0.36","0.36","5350","5350","5350","0.32","0.32","0.32","5350","5350","5350","0.4","0.4","0.4"
"107500","5375","5375","5375","0.32","0.32","0.32","5375","5375","5375","0.24","0.24","0.24","5375","5375","5375","0.28","0.28","0.28","5375","5375","5375","0.36","0.36","0.36","5375","5375","5375","0.32","0.32","0.32","5375","5375","5375","0.28","0.28","0.28","5375","5375","5375","0.44","0.44","0.44","5375","5375","5375","0.4","0.4","0.4","5375","5375","5375","0.24","0.24","0.24","5375","5375","5375","0.4","0.4","0.4"
"108000","5400","5400","5400","0.48","0.48","0.48","5400","5400","5400","0.24","0.24","0.24","5400","5400","5400","0.32","0.32","0.32","5400","5400","5400","0.48","0.48","0.48","5400","5400","5400","0.36","0.36","0.36","5400","5400","5400","0.28","0.28","0.28","5400","5400","5400","0.44","0.44","0.44","5400","5400","5400","0.4","0.4","0.4","5400","5400","5400","0.32","0.32","0.32","5400","5400","5400","0.48","0.48","0.48"
"108500","5425","5425","5425","0.48","0.48","0.48","5425","5425","5425","0.24","0.24","0.24","5425","5425","5425","0.28","0.28","0.28","5425","5425","5425","0.32","0.32","0.32","5425","5425","5425","0.48","0.48","0.48","5425","5425","5425","0.32","0.32","0.32","5425","5425","5425","0.56","0.56","0.56","5425","5425","5425","0.48","0.48","0.48","5425","5425","5425","0.36","0.36","0.36","5425","5425","5425","0.4","0.4","0.4"
"109000","5450","5450","5450","0.36","0.36","0.36","5450","5450","5450","0.2","0.2","0.2","5450","5450","5450","0.44","0.44","0.44","5450","5450","5450","0.16","0.16","0.16","5450","5450","5450","0.44","0.44","0.44","5450","5450","5450","0.44","0.44","0.44","5450","5450","5450","0.52","0.52","0.52","5450","5450","5450","0.44","0.44","0.44","5450","5450","5450","0.32","0.32","0.32","5450","5450","5450","0.32","0.32","0.32"
"109500","5475","5475","5475","0.44","0.44","0.44","5475","5475","5475","0.2","0.2","0.2","5475","5475","5475","0.48","0.48","0.48","5475","5475","5475","0.24","0.24","0.24","5475","5475","5475","0.36","0.36","0.36","5475","5475","5475","0.44","0.44","0.44","5475","5475","5475","0.32","0.32","0.32","5475","5475","5475","0.4","0.4","0.4","5475","5475","5475","0.28","0.28","0.28","5475","5475","5475","0.32","0.32","0.32"
"110000","5500","5500","5500","0.36","0.36","0.36","5500","5500","5500","0.32","0.32","0.32","5500","5500","5500","0.4","0.4","0.4","5500","5500","5500","0.28","0.28","0.28","5500","5500","5500","0.2","0.2","0.2","5500","5500","5500","0.36","0.36","0.36","5500","5500","5500","0.44","0.44","0.44","5500","5500","5500","0.48","0.48","0.48","5500","5500","5500","0.32","0.32","0.32","5500","5500","5500","0.36","0.36","0.36"
"110500","5525","5525","5525","0.24","0.24","0.24","5525","5525","5525","0.32","0.32","0.32","5525","5525","5525","0.44","0.44","0.44","5525","5525","5525","0.28","0.28","0.28","5525","5525","5525","0.28","0.28","0.28","5525","5525","5525","0.4","0.4","0.4","5525","5525","5525","0.36","0.36","0.36","5525","5525","5525","0.36","0.36","0.36","5525","5525","5525","0.32","0.32","0.32","5525","5525","5525","0.44","0.44","0.44"
"111000","5550","5550","5550","0.2","0.2","0.2","5550","5550","5550","0.36","0.36","0.36","5550","5550","5550","0.36","0.36","0.36","5550","5550","5550","0.24","0.24","0.24","5550","5550","5550","0.32","0.32","0.32","5550","5550","5550","0.4","0.4","0.4","5550","5550","5550","0.28","0.28","0.28","5550","5550","5550","0.32","0.32","0.32","5550","5550","5550","0.36","0.36","0.36","5550","5550","5550","0.56","0.56","0.56"
"111500","5575","5575","5575","0.36","0.36","0.36","5575","5575","5575","0.36","0.36","0.36","5575","5575","5575","0.36","0.36","0.36","5575","5575","5575","0.28","0.28","0.28","5575","5575","5575","0.32","0.32","0.32","5575","5575","5575","0.28","0.28","0.28","5575","5575","5575","0.24","0.24","0.24","5575","5575","5575","0.36","0.36","0.36","5575","5575","5575","0.32","0.32","0.32","5575","5575","5575","0.48","0.48","0.48"
"112000","5600","5600","5600","0.36","0.36","0.36","5600","5600","5600","0.2","0.2","0.2","5600","5600","5600","0.36","0.36","0.36","5600","5600","5600","0.4","0.4","0.4","5600","5600","5600","0.36","0.36","0.36","5600","5600","5600","0.36","0.36","0.36","5600","5600","5600","0.28","0.28","0.28","5600","5600","5600","0.4","0.4","0.4","5600","5600","5600","0.28","0.28","0.28","5600","5600","5600","0.36","0.36","0.36"
"112500","5625","5625","5625","0.24","0.24","0.24","5625","5625","5625","0.16","0.16","0.16","5625","5625","5625","0.32","0.32","0.32","5625","5625","5625","0.36","0.36","0.36","5625","5625","5625","0.36","0.36","0.36","5625","5625","5625","0.4","0.4","0.4","5625","5625","5625","0.4","0.4","0.4","5625","5625","5625","0.36","0.36","0.36","5625","5625","5625","0.24","0.24","0.24","5625","5625","5625","0.4","0.4","0.4"
"113000","5650","5650","5650","0.28","0.28","0.28","5650","5650","5650","0.4","0.4","0.4","5650","5650","5650","0.4","0.4","0.4","5650","5650","5650","0.28","0.28","0.28","5650","5650","5650","0.44","0.44","0.44","5650","5650","5650","0.32","0.32","0.32","5650","5650","5650","0.48","0.48","0.48","5650","5650","5650","0.44","0.44","0.44","5650","5650","5650","0.2","0.2","0.2","5650","5650","5650","0.44","0.44","0.44"
"113500","5675","5675","5675","0.28","0.28","0.28","5675","5675","5675","0.4","0.4","0.4","5675","5675","5675","0.36","0.36","0.36","5675","5675","5675","0.4","0.4","0.4","5675","5675","5675","0.28","0.28","0.28","5675","5675","5675","0.28","0.28","0.28","5675","5675","5675","0.36","0.36","0.36","5675","5675","5675","0.36","0.36","0.36","5675","5675","5675","0.24","0.24","0.24","5675","5675","5675","0.32","0.32","0.32"
"114000","5700","5700","5700","0.32","0.32","0.32","5700","5700","5700","0.32","0.32","0.32","5700","5700","5700","0.28","0.28","0.28","5700","5700","5700","0.4","0.4","0.4","5700","5700","5700","0.28","0.28","0.28","5700","5700","5700","0.36","0.36","0.36","5700","5700","5700","0.4","0.4","0.4","5700","5700","5700","0.36","0.36","0.36","5700","5700","5700","0.4","0.4","0.4","5700","5700","5700","0.36","0.36","0.36"
"114500","5725","5725","5725","0.4","0.4","0.4","5725","5725","5725","0.36","0.36","0.36","5725","5725","5725","0.32","0.32","0.32","5725","5725","5725","0.4","0.4","0.4","5725","5725","5725","0.36","0.36","0.36","5725","5725","5725","0.36","0.36","0.36","5725","5725","5725","0.44","0.44","0.44","5725","5725","5725","0.32","0.32","0.32","5725","5725","5725","0.48","0.48","0.48","5725","5725","5725","0.32","0.32","0.32"
"115000","5750","5750","5750","0.44","0.44","0.44","5750","5750","5750","0.36","0.36","0.36","5750","5750","5750","0.36","0.36","0.36","5750","5750","5750","0.32","0.32","0.32","5750","5750","5750","0.32","0.32","0.32","5750","5750","5750","0.32","0.32","0.32","5750","5750","5750","0.48","0.48","0.48","5750","5750","5750","0.32","0.32","0.32","5750","5750","5750","0.36","0.36","0.36","5750","5750","5750","0.4","0.4","0.4"
"115500","5775","5775","5775","0.52","0.52","0.52","5775","5775","5775","0.32","0.32","0.32","5775","5775","5775","0.32","0.32","0.32","5775","5775","5775","0.36","0.36","0.36","5775","5775","5775","0.36","0.36","0.36","5775","5775","5775","0.36","0.36","0.36","5775","5775","5775","0.48","0.48","0.48","5775","5775","5775","0.44","0.44","0.44","5775","5775","5775","0.4","0.4","0.4","5775","5775","5775","0.36","0.36","0.36"
"116000","5800","5800","5800","0.44","0.44","0.44","5800","5800","5800","0.28","0.28","0.28","5800","5800","5800","0.24","0.24","0.24","5800","5800","5800","0.4","0.4","0.4","5800","5800","5800","0.44","0.44","0.44","5800","5800","5800","0.36","0.36","0.36","5800","5800","5800","0.44","0.44","0.44","5800","5800","5800","0.32","0.32","0.32","5800","5800","5800","0.36","0.36","0.36","5800","5800","5800","0.28","0.28","0.28"
"116500","5825","5825","5825","0.4","0.4","0.4","5825","5825","5825","0.2","0.2","0.2","5825","5825","5825","0.36","0.36","0.36","5825","5825","5825","0.36","0.36","0.36","5825","5825","5825","0.32","0.32","0.32","5825","5825","5825","0.36","0.36","0.36","5825","5825","5825","0.44","0.44","0.44","5825","5825","5825","0.32","0.32","0.32","5825","5825","5825","0.4","0.4","0.4","5825","5825","5825","0.32","0.32","0.32"
"117000","5850","5850","5850","0.32","0.32","0.32","5850","5850","5850","0.24","0.24","0.24","5850","5850","5850","0.32","0.32","0.32","5850","5850","5850","0.36","0.36","0.36","5850","5850","5850","0.32","0.32","0.32","5850","5850","5850","0.36","0.36","0.36","5850","5850","5850","0.4","0.4","0.4","5850","5850","5850","0.36","0.36","0.36","5850","5850","5850","0.4","0.4","0.4","5850","5850","5850","0.4","0.4","0.4"
"117500","5875","5875","5875","0.32","0.32","0.32","5875","5875","5875","0.44","0.44","0.44","5875","5875","5875","0.32","0.32","0.32","5875","5875","5875","0.36","0.36","0.36","5875","5875","5875","0.32","0.32","0.32","5875","5875","5875","0.4","0.4","0.4","5875","5875","5875","0.36","0.36","0.36","5875","5875","5875","0.24","0.24","0.24","5875","5875","5875","0.28","0.28","0.28","5875","5875","5875","0.44","0.44","0.44"
"118000","5900","5900","5900","0.24","0.24","0.24","5900","5900","5900","0.48","0.48","0.48","5900","5900","5900","0.36","0.36","0.36","5900","5900","5900","0.28","0.28","0.28","5900","5900","5900","0.44","0.44","0.44","5900","5900","5900","0.44","0.44","0.44","5900","5900","5900","0.36","0.36","0.36","5900","5900","5900","0.28","0.28","0.28","5900","5900","5900","0.32","0.32","0.32","5900","5900","5900","0.48","0.48","0.48"
"118500","5925","5925","5925","0.32","0.32","0.32","5925","5925","5925","0.4","0.4","0.4","5925","5925","5925","0.32","0.32","0.32","5925","5925","5925","0.28","0.28","0.28","5925","5925","5925","0.44","0.44","0.44","5925","5925","5925","0.36","0.36","0.36","5925","5925","5925","0.32","0.32","0.32","5925","5925","5925","0.4","0.4","0.4","5925","5925","5925","0.36","0.36","0.36","5925","5925","5925","0.44","0.44","0.44"
"119000","5950","5950","5950","0.32","0.32","0.32","5950","5950","5950","0.36","0.36","0.36","5950","5950","5950","0.28","0.28","0.28","5950","5950","5950","0.32","0.32","0.32","5950","5950","5950","0.4","0.4","0.4","5950","5950","5950","0.44","0.44","0.44","5950","5950","5950","0.4","0.4","0.4","5950","5950","5950","0.4","0.4","0.4","5950","5950","5950","0.48","0.48","0.48","5950","5950","5950","0.44","0.44","0.44"
"119500","5975","5975","5975","0.24","0.24","0.24","5975","5975","5975","0.32","0.32","0.32","5975","5975","5975","0.28","0.28","0.28","5975","5975","5975","0.32","0.32","0.32","5975","5975","5975","0.32","0.32","0.32","5975","5975","5975","0.56","0.56","0.56","5975","5975","5975","0.44","0.44","0.44","5975","5975","5975","0.32","0.32","0.32","5975","5975","5975","0.44","0.44","0.44","5975","5975","5975","0.56","0.56","0.56"
