"time_steps","snowy-sweep-2 - _step","snowy-sweep-2 - _step__MIN","snowy-sweep-2 - _step__MAX","snowy-sweep-2 - expert_avg_eval_r_mean","snowy-sweep-2 - expert_avg_eval_r_mean__MIN","snowy-sweep-2 - expert_avg_eval_r_mean__MAX","sweet-sweep-9 - _step","sweet-sweep-9 - _step__MIN","sweet-sweep-9 - _step__MAX","sweet-sweep-9 - expert_avg_eval_r_mean","sweet-sweep-9 - expert_avg_eval_r_mean__MIN","sweet-sweep-9 - expert_avg_eval_r_mean__MAX","pleasant-sweep-8 - _step","pleasant-sweep-8 - _step__MIN","pleasant-sweep-8 - _step__MAX","pleasant-sweep-8 - expert_avg_eval_r_mean","pleasant-sweep-8 - expert_avg_eval_r_mean__MIN","pleasant-sweep-8 - expert_avg_eval_r_mean__MAX","apricot-sweep-7 - _step","apricot-sweep-7 - _step__MIN","apricot-sweep-7 - _step__MAX","apricot-sweep-7 - expert_avg_eval_r_mean","apricot-sweep-7 - expert_avg_eval_r_mean__MIN","apricot-sweep-7 - expert_avg_eval_r_mean__MAX","fanciful-sweep-6 - _step","fanciful-sweep-6 - _step__MIN","fanciful-sweep-6 - _step__MAX","fanciful-sweep-6 - expert_avg_eval_r_mean","fanciful-sweep-6 - expert_avg_eval_r_mean__MIN","fanciful-sweep-6 - expert_avg_eval_r_mean__MAX","polished-sweep-5 - _step","polished-sweep-5 - _step__MIN","polished-sweep-5 - _step__MAX","polished-sweep-5 - expert_avg_eval_r_mean","polished-sweep-5 - expert_avg_eval_r_mean__MIN","polished-sweep-5 - expert_avg_eval_r_mean__MAX","sunny-sweep-4 - _step","sunny-sweep-4 - _step__MIN","sunny-sweep-4 - _step__MAX","sunny-sweep-4 - expert_avg_eval_r_mean","sunny-sweep-4 - expert_avg_eval_r_mean__MIN","sunny-sweep-4 - expert_avg_eval_r_mean__MAX","earthy-sweep-3 - _step","earthy-sweep-3 - _step__MIN","earthy-sweep-3 - _step__MAX","earthy-sweep-3 - expert_avg_eval_r_mean","earthy-sweep-3 - expert_avg_eval_r_mean__MIN","earthy-sweep-3 - expert_avg_eval_r_mean__MAX","pious-sweep-2 - _step","pious-sweep-2 - _step__MIN","pious-sweep-2 - _step__MAX","pious-sweep-2 - expert_avg_eval_r_mean","pious-sweep-2 - expert_avg_eval_r_mean__MIN","pious-sweep-2 - expert_avg_eval_r_mean__MAX","rich-sweep-1 - _step","rich-sweep-1 - _step__MIN","rich-sweep-1 - _step__MAX","rich-sweep-1 - expert_avg_eval_r_mean","rich-sweep-1 - expert_avg_eval_r_mean__MIN","rich-sweep-1 - expert_avg_eval_r_mean__MAX"
"169600","212","212","212","54.9665448020553","54.9665448020553","54.9665448020553","212","212","212","54.21161450331699","54.21161450331699","54.21161450331699","212","212","212","52.18618024044723","52.18618024044723","52.18618024044723","212","212","212","54.74902538468155","54.74902538468155","54.74902538468155","212","212","212","56.183799704044134","56.183799704044134","56.183799704044134","212","212","212","60.0470412471995","60.0470412471995","60.0470412471995","212","212","212","51.14067773468177","51.14067773468177","51.14067773468177","212","212","212","53.340319694989674","53.340319694989674","53.340319694989674","212","212","212","46.674578961047835","46.674578961047835","46.674578961047835","212","212","212","56.29869670185065","56.29869670185065","56.29869670185065"
"171200","214","214","214","54.647996555453474","54.647996555453474","54.647996555453474","214","214","214","54.837048174172125","54.837048174172125","54.837048174172125","214","214","214","52.65582816319774","52.65582816319774","52.65582816319774","214","214","214","54.54544132917026","54.54544132917026","54.54544132917026","214","214","214","56.618971295719994","56.618971295719994","56.618971295719994","214","214","214","60.483884827440654","60.483884827440654","60.483884827440654","214","214","214","51.20138494056143","51.20138494056143","51.20138494056143","214","214","214","52.78494852887473","52.78494852887473","52.78494852887473","214","214","214","47.539461941729215","47.539461941729215","47.539461941729215","214","214","214","56.07599094902915","56.07599094902915","56.07599094902915"
"172800","216","216","216","54.67693376934829","54.67693376934829","54.67693376934829","216","216","216","54.67749986954775","54.67749986954775","54.67749986954775","216","216","216","52.6232806106325","52.6232806106325","52.6232806106325","216","216","216","54.88270252664805","54.88270252664805","54.88270252664805","216","216","216","56.73076914741717","56.73076914741717","56.73076914741717","216","216","216","59.8185432295191","59.8185432295191","59.8185432295191","216","216","216","51.99437018914279","51.99437018914279","51.99437018914279","216","216","216","53.025196327533514","53.025196327533514","53.025196327533514","216","216","216","48.18638854517325","48.18638854517325","48.18638854517325","216","216","216","56.9296397914288","56.9296397914288","56.9296397914288"
"174400","218","218","218","54.39882512561346","54.39882512561346","54.39882512561346","218","218","218","55.01267677860747","55.01267677860747","55.01267677860747","218","218","218","52.994930334967385","52.994930334967385","52.994930334967385","218","218","218","54.905248610003675","54.905248610003675","54.905248610003675","218","218","218","56.969319420136756","56.969319420136756","56.969319420136756","218","218","218","58.92802340901496","58.92802340901496","58.92802340901496","218","218","218","52.30362041093452","52.30362041093452","52.30362041093452","218","218","218","53.975788486840365","53.975788486840365","53.975788486840365","218","218","218","48.38622844839921","48.38622844839921","48.38622844839921","218","218","218","56.973594277711854","56.973594277711854","56.973594277711854"
"176000","220","220","220","54.49297064878032","54.49297064878032","54.49297064878032","220","220","220","55.10419097968045","55.10419097968045","55.10419097968045","220","220","220","53.667917845855534","53.667917845855534","53.667917845855534","220","220","220","54.98662953677668","54.98662953677668","54.98662953677668","220","220","220","57.966806495569855","57.966806495569855","57.966806495569855","220","220","220","58.633085140455535","58.633085140455535","58.633085140455535","220","220","220","52.06142639860058","52.06142639860058","52.06142639860058","220","220","220","53.860653969276164","53.860653969276164","53.860653969276164","220","220","220","48.757581339513365","48.757581339513365","48.757581339513365","220","220","220","57.02643496428864","57.02643496428864","57.02643496428864"
"177600","222","222","222","53.85188033682347","53.85188033682347","53.85188033682347","222","222","222","54.55424221692519","54.55424221692519","54.55424221692519","222","222","222","53.480775841842984","53.480775841842984","53.480775841842984","222","222","222","55.01840872360282","55.01840872360282","55.01840872360282","222","222","222","58.39038613673461","58.39038613673461","58.39038613673461","222","222","222","59.02876727489702","59.02876727489702","59.02876727489702","222","222","222","52.199014393729","52.199014393729","52.199014393729","222","222","222","54.26765297887061","54.26765297887061","54.26765297887061","222","222","222","48.96117583392237","48.96117583392237","48.96117583392237","222","222","222","57.06029007712619","57.06029007712619","57.06029007712619"
"179200","224","224","224","53.83884494061223","53.83884494061223","53.83884494061223","224","224","224","54.36416130904156","54.36416130904156","54.36416130904156","224","224","224","54.19081233836547","54.19081233836547","54.19081233836547","224","224","224","55.10844897046017","55.10844897046017","55.10844897046017","224","224","224","58.74985326491038","58.74985326491038","58.74985326491038","224","224","224","58.376155223886435","58.376155223886435","58.376155223886435","224","224","224","52.836127716793506","52.836127716793506","52.836127716793506","224","224","224","53.72837099715812","53.72837099715812","53.72837099715812","224","224","224","49.54225199579057","49.54225199579057","49.54225199579057","224","224","224","57.02187935205919","57.02187935205919","57.02187935205919"
"180800","226","226","226","54.51904151355299","54.51904151355299","54.51904151355299","226","226","226","54.36436285414785","54.36436285414785","54.36436285414785","226","226","226","54.28358285851848","54.28358285851848","54.28358285851848","226","226","226","55.61953440130064","55.61953440130064","55.61953440130064","226","226","226","58.58944528591775","58.58944528591775","58.58944528591775","226","226","226","57.83854213335332","57.83854213335332","57.83854213335332","226","226","226","53.18635670273606","53.18635670273606","53.18635670273606","226","226","226","53.53762814108147","53.53762814108147","53.53762814108147","226","226","226","50.54616701179053","50.54616701179053","50.54616701179053","226","226","226","57.65958711265128","57.65958711265128","57.65958711265128"
"182400","228","228","228","54.72698783467077","54.72698783467077","54.72698783467077","228","228","228","54.41766600485113","54.41766600485113","54.41766600485113","228","228","228","54.63076834365029","54.63076834365029","54.63076834365029","228","228","228","55.38203488529299","55.38203488529299","55.38203488529299","228","228","228","58.719423690563396","58.719423690563396","58.719423690563396","228","228","228","58.4991397221744","58.4991397221744","58.4991397221744","228","228","228","53.13836171676562","53.13836171676562","53.13836171676562","228","228","228","54.02152899777896","54.02152899777896","54.02152899777896","228","228","228","50.87436092264482","50.87436092264482","50.87436092264482","228","228","228","58.03854067006233","58.03854067006233","58.03854067006233"
"184000","230","230","230","54.896973873298045","54.896973873298045","54.896973873298045","230","230","230","54.540821787532565","54.540821787532565","54.540821787532565","230","230","230","54.60662166431739","54.60662166431739","54.60662166431739","230","230","230","54.942093959457","54.942093959457","54.942093959457","230","230","230","59.14665413674646","59.14665413674646","59.14665413674646","230","230","230","58.93923684428401","58.93923684428401","58.93923684428401","230","230","230","53.823084806727984","53.823084806727984","53.823084806727984","230","230","230","54.489997637748374","54.489997637748374","54.489997637748374","230","230","230","51.25924711111826","51.25924711111826","51.25924711111826","230","230","230","58.45265233284565","58.45265233284565","58.45265233284565"
"185600","232","232","232","55.75527235900846","55.75527235900846","55.75527235900846","232","232","232","54.16313764170066","54.16313764170066","54.16313764170066","232","232","232","54.87297972222281","54.87297972222281","54.87297972222281","232","232","232","54.552808430011","54.552808430011","54.552808430011","232","232","232","59.362340231577484","59.362340231577484","59.362340231577484","232","232","232","59.00175752826094","59.00175752826094","59.00175752826094","232","232","232","54.28337359317614","54.28337359317614","54.28337359317614","232","232","232","54.86924233322549","54.86924233322549","54.86924233322549","232","232","232","51.853367162406904","51.853367162406904","51.853367162406904","232","232","232","58.56567094421955","58.56567094421955","58.56567094421955"
"187200","234","234","234","55.787507655612174","55.787507655612174","55.787507655612174","234","234","234","54.00450338082941","54.00450338082941","54.00450338082941","234","234","234","54.96516369236028","54.96516369236028","54.96516369236028","234","234","234","54.24452329004908","54.24452329004908","54.24452329004908","234","234","234","59.76366077192564","59.76366077192564","59.76366077192564","234","234","234","59.32865409026162","59.32865409026162","59.32865409026162","234","234","234","54.30896893669582","54.30896893669582","54.30896893669582","234","234","234","55.65963738056455","55.65963738056455","55.65963738056455","234","234","234","52.16438444233147","52.16438444233147","52.16438444233147","234","234","234","58.094777516425296","58.094777516425296","58.094777516425296"
"188800","236","236","236","55.93839227986846","55.93839227986846","55.93839227986846","236","236","236","54.0843930249377","54.0843930249377","54.0843930249377","236","236","236","55.77326254507873","55.77326254507873","55.77326254507873","236","236","236","54.03914353579145","54.03914353579145","54.03914353579145","236","236","236","59.73332763757358","59.73332763757358","59.73332763757358","236","236","236","59.44562869272978","59.44562869272978","59.44562869272978","236","236","236","54.76665332528062","54.76665332528062","54.76665332528062","236","236","236","56.00317500104302","56.00317500104302","56.00317500104302","236","236","236","52.490328161517645","52.490328161517645","52.490328161517645","236","236","236","57.783958699728664","57.783958699728664","57.783958699728664"
"190400","238","238","238","56.463531690804636","56.463531690804636","56.463531690804636","238","238","238","53.79503162306531","53.79503162306531","53.79503162306531","238","238","238","57.06082656089168","57.06082656089168","57.06082656089168","238","238","238","54.72105802231828","54.72105802231828","54.72105802231828","238","238","238","59.619187918011264","59.619187918011264","59.619187918011264","238","238","238","59.82662968710845","59.82662968710845","59.82662968710845","238","238","238","55.236826637925226","55.236826637925226","55.236826637925226","238","238","238","56.26654913650808","56.26654913650808","56.26654913650808","238","238","238","52.79117098460486","52.79117098460486","52.79117098460486","238","238","238","57.63044471322425","57.63044471322425","57.63044471322425"
"192000","240","240","240","56.568823024130815","56.568823024130815","56.568823024130815","240","240","240","53.81622884567315","53.81622884567315","53.81622884567315","240","240","240","56.84710621303134","56.84710621303134","56.84710621303134","240","240","240","54.76460673519785","54.76460673519785","54.76460673519785","240","240","240","59.07774305588489","59.07774305588489","59.07774305588489","240","240","240","59.552989620465624","59.552989620465624","59.552989620465624","240","240","240","56.07519448500128","56.07519448500128","56.07519448500128","240","240","240","56.65145818259878","56.65145818259878","56.65145818259878","240","240","240","53.3627361351045","53.3627361351045","53.3627361351045","240","240","240","57.63644362110488","57.63644362110488","57.63644362110488"
"193600","242","242","242","56.33337861145814","56.33337861145814","56.33337861145814","242","242","242","54.27736202595916","54.27736202595916","54.27736202595916","242","242","242","56.69898762318663","56.69898762318663","56.69898762318663","242","242","242","54.8001091991561","54.8001091991561","54.8001091991561","242","242","242","58.836072489580665","58.836072489580665","58.836072489580665","242","242","242","59.957534014170044","59.957534014170044","59.957534014170044","242","242","242","56.43525988964355","56.43525988964355","56.43525988964355","242","242","242","56.01978818876242","56.01978818876242","56.01978818876242","242","242","242","53.59382968082451","53.59382968082451","53.59382968082451","242","242","242","57.037835562175694","57.037835562175694","57.037835562175694"
