"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_avg_eval_r_mean","wandering-sweep-4 - agent_avg_eval_r_mean__MIN","wandering-sweep-4 - agent_avg_eval_r_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_avg_eval_r_mean","sweet-sweep-3 - agent_avg_eval_r_mean__MIN","sweet-sweep-3 - agent_avg_eval_r_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_avg_eval_r_mean","lucky-sweep-2 - agent_avg_eval_r_mean__MIN","lucky-sweep-2 - agent_avg_eval_r_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_avg_eval_r_mean","clear-sweep-1 - agent_avg_eval_r_mean__MIN","clear-sweep-1 - agent_avg_eval_r_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_avg_eval_r_mean","playful-sweep-10 - agent_avg_eval_r_mean__MIN","playful-sweep-10 - agent_avg_eval_r_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_avg_eval_r_mean","fresh-sweep-8 - agent_avg_eval_r_mean__MIN","fresh-sweep-8 - agent_avg_eval_r_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_avg_eval_r_mean","jumping-sweep-5 - agent_avg_eval_r_mean__MIN","jumping-sweep-5 - agent_avg_eval_r_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_avg_eval_r_mean","good-sweep-4 - agent_avg_eval_r_mean__MIN","good-sweep-4 - agent_avg_eval_r_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_avg_eval_r_mean","sandy-sweep-3 - agent_avg_eval_r_mean__MIN","sandy-sweep-3 - agent_avg_eval_r_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_avg_eval_r_mean","youthful-sweep-1 - agent_avg_eval_r_mean__MIN","youthful-sweep-1 - agent_avg_eval_r_mean__MAX"
"145500","485","485","485","24.88616612864559","24.88616612864559","24.88616612864559","485","485","485","25.42560380137263","25.42560380137263","25.42560380137263","485","485","485","25.189371435955703","25.189371435955703","25.189371435955703","485","485","485","23.161275352812908","23.161275352812908","23.161275352812908","485","485","485","22.623256615879985","22.623256615879985","22.623256615879985","485","485","485","26.614923441349262","26.614923441349262","26.614923441349262","485","485","485","24.733812694981047","24.733812694981047","24.733812694981047","485","485","485","26.50650962710647","26.50650962710647","26.50650962710647","485","485","485","25.688797386965465","25.688797386965465","25.688797386965465","485","485","485","26.33686452812622","26.33686452812622","26.33686452812622"
"147000","490","490","490","25.16968000929974","25.16968000929974","25.16968000929974","490","490","490","25.56081164995895","25.56081164995895","25.56081164995895","490","490","490","24.774188049364522","24.774188049364522","24.774188049364522","490","490","490","24.144962633799896","24.144962633799896","24.144962633799896","490","490","490","22.813162446694108","22.813162446694108","22.813162446694108","490","490","490","27.362141056347937","27.362141056347937","27.362141056347937","490","490","490","25.145610993988672","25.145610993988672","25.145610993988672","490","490","490","26.417819388647185","26.417819388647185","26.417819388647185","490","490","490","25.51515244980317","25.51515244980317","25.51515244980317","490","490","490","26.69430941044401","26.69430941044401","26.69430941044401"
"148500","495","495","495","24.915196504645124","24.915196504645124","24.915196504645124","495","495","495","25.874829507224685","25.874829507224685","25.874829507224685","495","495","495","24.292234734116477","24.292234734116477","24.292234734116477","495","495","495","24.679675489470117","24.679675489470117","24.679675489470117","495","495","495","22.485910384909516","22.485910384909516","22.485910384909516","495","495","495","28.379457872786748","28.379457872786748","28.379457872786748","495","495","495","25.607413669400774","25.607413669400774","25.607413669400774","495","495","495","26.887597292964255","26.887597292964255","26.887597292964255","495","495","495","25.90260084173739","25.90260084173739","25.90260084173739","495","495","495","26.19527257197798","26.19527257197798","26.19527257197798"
"150000","500","500","500","24.869756231449546","24.869756231449546","24.869756231449546","500","500","500","25.937064736808825","25.937064736808825","25.937064736808825","500","500","500","24.199927152976443","24.199927152976443","24.199927152976443","500","500","500","24.373635843457038","24.373635843457038","24.373635843457038","500","500","500","22.69304953149846","22.69304953149846","22.69304953149846","500","500","500","28.132875766810034","28.132875766810034","28.132875766810034","500","500","500","25.887915895507913","25.887915895507913","25.887915895507913","500","500","500","26.731023730332353","26.731023730332353","26.731023730332353","500","500","500","25.8068853271232","25.8068853271232","25.8068853271232","500","500","500","26.29986730920194","26.29986730920194","26.29986730920194"
"151500","505","505","505","24.429765466434613","24.429765466434613","24.429765466434613","505","505","505","26.01505890630735","26.01505890630735","26.01505890630735","505","505","505","24.02457259992217","24.02457259992217","24.02457259992217","505","505","505","24.83013906124888","24.83013906124888","24.83013906124888","505","505","505","23.189414251034595","23.189414251034595","23.189414251034595","505","505","505","28.022864942163114","28.022864942163114","28.022864942163114","505","505","505","26.340442622137157","26.340442622137157","26.340442622137157","505","505","505","26.902758597037604","26.902758597037604","26.902758597037604","505","505","505","26.473535003310936","26.473535003310936","26.473535003310936","505","505","505","26.598115294435047","26.598115294435047","26.598115294435047"
"153000","510","510","510","24.724983115761564","24.724983115761564","24.724983115761564","510","510","510","26.01515337255439","26.01515337255439","26.01515337255439","510","510","510","24.016760311388033","24.016760311388033","24.016760311388033","510","510","510","24.89303071550725","24.89303071550725","24.89303071550725","510","510","510","23.63714035252126","23.63714035252126","23.63714035252126","510","510","510","27.925491788180047","27.925491788180047","27.925491788180047","510","510","510","25.960963395169955","25.960963395169955","25.960963395169955","510","510","510","27.275351143704828","27.275351143704828","27.275351143704828","510","510","510","26.698679496764726","26.698679496764726","26.698679496764726","510","510","510","26.315382320304924","26.315382320304924","26.315382320304924"
"154500","515","515","515","24.310758352719912","24.310758352719912","24.310758352719912","515","515","515","25.83558111187944","25.83558111187944","25.83558111187944","515","515","515","23.75692069865371","23.75692069865371","23.75692069865371","515","515","515","25.106652635066194","25.106652635066194","25.106652635066194","515","515","515","23.642922836063157","23.642922836063157","23.642922836063157","515","515","515","27.81592241712356","27.81592241712356","27.81592241712356","515","515","515","25.584648092308804","25.584648092308804","25.584648092308804","515","515","515","27.201919302040253","27.201919302040253","27.201919302040253","515","515","515","26.737560553771136","26.737560553771136","26.737560553771136","515","515","515","25.89407304147798","25.89407304147798","25.89407304147798"
"156000","520","520","520","24.60867160058059","24.60867160058059","24.60867160058059","520","520","520","26.191715226112994","26.191715226112994","26.191715226112994","520","520","520","23.466893021222354","23.466893021222354","23.466893021222354","520","520","520","25.292530930369256","25.292530930369256","25.292530930369256","520","520","520","23.84815462811935","23.84815462811935","23.84815462811935","520","520","520","28.34474658731817","28.34474658731817","28.34474658731817","520","520","520","25.485119217600175","25.485119217600175","25.485119217600175","520","520","520","27.031460127673313","27.031460127673313","27.031460127673313","520","520","520","26.807143388358703","26.807143388358703","26.807143388358703","520","520","520","25.385464215923857","25.385464215923857","25.385464215923857"
"157500","525","525","525","24.562505793573806","24.562505793573806","24.562505793573806","525","525","525","26.138465575976067","26.138465575976067","26.138465575976067","525","525","525","23.72481213421531","23.72481213421531","23.72481213421531","525","525","525","25.44081080373823","25.44081080373823","25.44081080373823","525","525","525","24.424262935018422","24.424262935018422","24.424262935018422","525","525","525","28.399478427441707","28.399478427441707","28.399478427441707","525","525","525","25.887357457935018","25.887357457935018","25.887357457935018","525","525","525","26.96186200135289","26.96186200135289","26.96186200135289","525","525","525","26.963829514251493","26.963829514251493","26.963829514251493","525","525","525","25.103086426044456","25.103086426044456","25.103086426044456"
"159000","530","530","530","24.733329662224648","24.733329662224648","24.733329662224648","530","530","530","25.985213571720834","25.985213571720834","25.985213571720834","530","530","530","23.956119428282587","23.956119428282587","23.956119428282587","530","530","530","25.28506717923307","25.28506717923307","25.28506717923307","530","530","530","24.634979721694076","24.634979721694076","24.634979721694076","530","530","530","28.662250002399947","28.662250002399947","28.662250002399947","530","530","530","25.616619657774887","25.616619657774887","25.616619657774887","530","530","530","27.207384735624757","27.207384735624757","27.207384735624757","530","530","530","27.202086252095","27.202086252095","27.202086252095","530","530","530","24.99702915077226","24.99702915077226","24.99702915077226"
"160500","535","535","535","24.952651368061165","24.952651368061165","24.952651368061165","535","535","535","26.298088874636015","26.298088874636015","26.298088874636015","535","535","535","24.346893831708925","24.346893831708925","24.346893831708925","535","535","535","25.26192122113919","25.26192122113919","25.26192122113919","535","535","535","24.74036865610094","24.74036865610094","24.74036865610094","535","535","535","28.328855456554155","28.328855456554155","28.328855456554155","535","535","535","25.428502160449565","25.428502160449565","25.428502160449565","535","535","535","27.421359167038837","27.421359167038837","27.421359167038837","535","535","535","27.43090507986941","27.43090507986941","27.43090507986941","535","535","535","24.61685533745642","24.61685533745642","24.61685533745642"
"162000","540","540","540","24.93564762699485","24.93564762699485","24.93564762699485","540","540","540","26.506581296082455","26.506581296082455","26.506581296082455","540","540","540","23.99026062456704","23.99026062456704","23.99026062456704","540","540","540","25.374580316304282","25.374580316304282","25.374580316304282","540","540","540","25.210411389686826","25.210411389686826","25.210411389686826","540","540","540","28.58726605882029","28.58726605882029","28.58726605882029","540","540","540","25.707883941510875","25.707883941510875","25.707883941510875","540","540","540","27.233260737218874","27.233260737218874","27.233260737218874","540","540","540","27.488861591714112","27.488861591714112","27.488861591714112","540","540","540","24.33167288676947","24.33167288676947","24.33167288676947"
"163500","545","545","545","24.86712839967141","24.86712839967141","24.86712839967141","545","545","545","26.61163765023891","26.61163765023891","26.61163765023891","545","545","545","24.406725364825842","24.406725364825842","24.406725364825842","545","545","545","25.638296847337898","25.638296847337898","25.638296847337898","545","545","545","24.897101998472134","24.897101998472134","24.897101998472134","545","545","545","28.706895223360746","28.706895223360746","28.706895223360746","545","545","545","26.54269128995941","26.54269128995941","26.54269128995941","545","545","545","27.04750290226728","27.04750290226728","27.04750290226728","545","545","545","27.404206773435234","27.404206773435234","27.404206773435234","545","545","545","23.99957956940995","23.99957956940995","23.99957956940995"
"165000","550","550","550","25.131492574868886","25.131492574868886","25.131492574868886","550","550","550","26.84970380157111","26.84970380157111","26.84970380157111","550","550","550","24.883168899137473","24.883168899137473","24.883168899137473","550","550","550","25.333671870548077","25.333671870548077","25.333671870548077","550","550","550","25.256550383739835","25.256550383739835","25.256550383739835","550","550","550","28.371543343168614","28.371543343168614","28.371543343168614","550","550","550","27.091635227246606","27.091635227246606","27.091635227246606","550","550","550","27.141643060232024","27.141643060232024","27.141643060232024","550","550","550","27.04804793724265","27.04804793724265","27.04804793724265","550","550","550","24.368690809303306","24.368690809303306","24.368690809303306"
"166500","555","555","555","24.958713143678548","24.958713143678548","24.958713143678548","555","555","555","26.29436287330294","26.29436287330294","26.29436287330294","555","555","555","25.04403630211342","25.04403630211342","25.04403630211342","555","555","555","25.34588501943351","25.34588501943351","25.34588501943351","555","555","555","24.536630557265763","24.536630557265763","24.536630557265763","555","555","555","28.981019771275513","28.981019771275513","28.981019771275513","555","555","555","26.874861643892178","26.874861643892178","26.874861643892178","555","555","555","27.10890420234937","27.10890420234937","27.10890420234937","555","555","555","27.311491630492956","27.311491630492956","27.311491630492956","555","555","555","24.586179971720213","24.586179971720213","24.586179971720213"
