"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - collision_end_mean","silvery-sweep-6 - collision_end_mean__MIN","silvery-sweep-6 - collision_end_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - collision_end_mean","jumping-sweep-5 - collision_end_mean__MIN","jumping-sweep-5 - collision_end_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - collision_end_mean","zany-sweep-4 - collision_end_mean__MIN","zany-sweep-4 - collision_end_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - collision_end_mean","visionary-sweep-3 - collision_end_mean__MIN","visionary-sweep-3 - collision_end_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - collision_end_mean","wandering-sweep-2 - collision_end_mean__MIN","wandering-sweep-2 - collision_end_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - collision_end_mean","eager-sweep-5 - collision_end_mean__MIN","eager-sweep-5 - collision_end_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - collision_end_mean","wild-sweep-3 - collision_end_mean__MIN","wild-sweep-3 - collision_end_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - collision_end_mean","blooming-sweep-4 - collision_end_mean__MIN","blooming-sweep-4 - collision_end_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - collision_end_mean","worldly-sweep-2 - collision_end_mean__MIN","worldly-sweep-2 - collision_end_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - collision_end_mean","eager-sweep-1 - collision_end_mean__MIN","eager-sweep-1 - collision_end_mean__MAX"
"141000","7025","7025","7025","0","0","0","7025","7025","7025","0","0","0","7025","7025","7025","0","0","0","7025","7025","7025","0","0","0","7025","7025","7025","0.04","0.04","0.04","2325","2325","2325","0","0","0","2325","2325","2325","0","0","0","2325","2325","2325","0","0","0","2325","2325","2325","0","0","0","2325","2325","2325","0","0","0"
"141500","7050","7050","7050","0","0","0","7050","7050","7050","0","0","0","7050","7050","7050","0","0","0","7050","7050","7050","0","0","0","7050","7050","7050","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142000","7075","7075","7075","0","0","0","7075","7075","7075","0","0","0","7075","7075","7075","0","0","0","7075","7075","7075","0","0","0","7075","7075","7075","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142500","7100","7100","7100","0","0","0","7100","7100","7100","0","0","0","7100","7100","7100","0","0","0","7100","7100","7100","0","0","0","7100","7100","7100","0","0","0","2350","2350","2350","0","0","0","2350","2350","2350","0.04","0.04","0.04","2350","2350","2350","0","0","0","2350","2350","2350","0.04","0.04","0.04","2350","2350","2350","0","0","0"
"143000","7125","7125","7125","0","0","0","7125","7125","7125","0","0","0","7125","7125","7125","0","0","0","7125","7125","7125","0","0","0","7125","7125","7125","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"143500","7150","7150","7150","0","0","0","7150","7150","7150","0","0","0","7150","7150","7150","0","0","0","7150","7150","7150","0","0","0","7150","7150","7150","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"144000","7175","7175","7175","0","0","0","7175","7175","7175","0","0","0","7175","7175","7175","0","0","0","7175","7175","7175","0","0","0","7175","7175","7175","0","0","0","2375","2375","2375","0","0","0","2375","2375","2375","0","0","0","2375","2375","2375","0","0","0","2375","2375","2375","0","0","0","2375","2375","2375","0","0","0"
"144500","7200","7200","7200","0","0","0","7200","7200","7200","0","0","0","7200","7200","7200","0","0","0","7200","7200","7200","0","0","0","7200","7200","7200","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145000","7225","7225","7225","0","0","0","7225","7225","7225","0","0","0","7225","7225","7225","0","0","0","7225","7225","7225","0","0","0","7225","7225","7225","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145500","7250","7250","7250","0","0","0","7250","7250","7250","0","0","0","7250","7250","7250","0","0","0","7250","7250","7250","0","0","0","7250","7250","7250","0","0","0","2400","2400","2400","0.04","0.04","0.04","2400","2400","2400","0","0","0","2400","2400","2400","0","0","0","2400","2400","2400","0","0","0","2400","2400","2400","0","0","0"
"146000","7275","7275","7275","0.12","0.12","0.12","7275","7275","7275","0","0","0","7275","7275","7275","0","0","0","7275","7275","7275","0","0","0","7275","7275","7275","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"146500","7300","7300","7300","0.12","0.12","0.12","7300","7300","7300","0","0","0","7300","7300","7300","0","0","0","7300","7300","7300","0","0","0","7300","7300","7300","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147000","7325","7325","7325","0.12","0.12","0.12","7325","7325","7325","0","0","0","7325","7325","7325","0","0","0","7325","7325","7325","0","0","0","7325","7325","7325","0","0","0","2425","2425","2425","0","0","0","2425","2425","2425","0","0","0","2425","2425","2425","0","0","0","2425","2425","2425","0","0","0","2425","2425","2425","0","0","0"
"147500","7350","7350","7350","0","0","0","7350","7350","7350","0","0","0","7350","7350","7350","0","0","0","7350","7350","7350","0","0","0","7350","7350","7350","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148000","7375","7375","7375","0","0","0","7375","7375","7375","0","0","0","7375","7375","7375","0","0","0","7375","7375","7375","0","0","0","7375","7375","7375","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148500","7400","7400","7400","0","0","0","7400","7400","7400","0","0","0","7400","7400","7400","0","0","0","7400","7400","7400","0","0","0","7400","7400","7400","0","0","0","2450","2450","2450","0","0","0","2450","2450","2450","0","0","0","2450","2450","2450","0","0","0","2450","2450","2450","0","0","0","2450","2450","2450","0.04","0.04","0.04"
"149000","7425","7425","7425","0","0","0","7425","7425","7425","0","0","0","7425","7425","7425","0","0","0","7425","7425","7425","0","0","0","7425","7425","7425","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"149500","7450","7450","7450","0","0","0","7450","7450","7450","0","0","0","7450","7450","7450","0","0","0","7450","7450","7450","0","0","0","7450","7450","7450","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150000","7475","7475","7475","0","0","0","7475","7475","7475","0","0","0","7475","7475","7475","0","0","0","7475","7475","7475","0","0","0","7475","7475","7475","0","0","0","2475","2475","2475","0","0","0","2475","2475","2475","0","0","0","2475","2475","2475","0","0","0","2475","2475","2475","0","0","0","2475","2475","2475","0","0","0"
"150500","7500","7500","7500","0","0","0","7500","7500","7500","0","0","0","7500","7500","7500","0","0","0","7500","7500","7500","0","0","0","7500","7500","7500","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"151000","7525","7525","7525","0","0","0","7525","7525","7525","0","0","0","7525","7525","7525","0","0","0","7525","7525","7525","0","0","0","7525","7525","7525","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"151500","7550","7550","7550","0","0","0","7550","7550","7550","0","0","0","7550","7550","7550","0","0","0","7550","7550","7550","0","0","0","7550","7550","7550","0.04","0.04","0.04","2500","2500","2500","0","0","0","2500","2500","2500","0","0","0","2500","2500","2500","0","0","0","2500","2500","2500","0","0","0","2500","2500","2500","0","0","0"
"152000","7575","7575","7575","0","0","0","7575","7575","7575","0","0","0","7575","7575","7575","0","0","0","7575","7575","7575","0","0","0","7575","7575","7575","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152500","7600","7600","7600","0","0","0","7600","7600","7600","0","0","0","7600","7600","7600","0","0","0","7600","7600","7600","0","0","0","7600","7600","7600","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153000","7625","7625","7625","0","0","0","7625","7625","7625","0","0","0","7625","7625","7625","0","0","0","7625","7625","7625","0","0","0","7625","7625","7625","0","0","0","2525","2525","2525","0","0","0","2525","2525","2525","0.04","0.04","0.04","2525","2525","2525","0","0","0","2525","2525","2525","0","0","0","2525","2525","2525","0","0","0"
"153500","7650","7650","7650","0","0","0","7650","7650","7650","0","0","0","7650","7650","7650","0","0","0","7650","7650","7650","0","0","0","7650","7650","7650","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154000","7675","7675","7675","0","0","0","7675","7675","7675","0","0","0","7675","7675","7675","0","0","0","7675","7675","7675","0","0","0","7675","7675","7675","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154500","7700","7700","7700","0","0","0","7700","7700","7700","0","0","0","7700","7700","7700","0","0","0","7700","7700","7700","0","0","0","7700","7700","7700","0","0","0","2550","2550","2550","0","0","0","2550","2550","2550","0","0","0","2550","2550","2550","0","0","0","2550","2550","2550","0","0","0","2550","2550","2550","0.24","0.24","0.24"
"155000","7725","7725","7725","0","0","0","7725","7725","7725","0","0","0","7725","7725","7725","0","0","0","7725","7725","7725","0","0","0","7725","7725","7725","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155500","7750","7750","7750","0","0","0","7750","7750","7750","0","0","0","7750","7750","7750","0","0","0","7750","7750","7750","0","0","0","7750","7750","7750","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156000","7775","7775","7775","0","0","0","7775","7775","7775","0","0","0","7775","7775","7775","0","0","0","7775","7775","7775","0","0","0","7775","7775","7775","0","0","0","2575","2575","2575","0","0","0","2575","2575","2575","0","0","0","2575","2575","2575","0","0","0","2575","2575","2575","0","0","0","2575","2575","2575","0","0","0"
"156500","7800","7800","7800","0","0","0","7800","7800","7800","0","0","0","7800","7800","7800","0","0","0","7800","7800","7800","0","0","0","7800","7800","7800","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"157000","7825","7825","7825","0","0","0","7825","7825","7825","0","0","0","7825","7825","7825","0","0","0","7825","7825","7825","0","0","0","7825","7825","7825","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"157500","7850","7850","7850","0","0","0","7850","7850","7850","0","0","0","7850","7850","7850","0","0","0","7850","7850","7850","0","0","0","7850","7850","7850","0","0","0","2600","2600","2600","0","0","0","2600","2600","2600","0","0","0","2600","2600","2600","0","0","0","2600","2600","2600","0","0","0","2600","2600","2600","0","0","0"
"158000","7875","7875","7875","0","0","0","7875","7875","7875","0","0","0","7875","7875","7875","0","0","0","7875","7875","7875","0","0","0","7875","7875","7875","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158500","7900","7900","7900","0","0","0","7900","7900","7900","0","0","0","7900","7900","7900","0","0","0","7900","7900","7900","0","0","0","7900","7900","7900","0.08","0.08","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159000","7925","7925","7925","0","0","0","7925","7925","7925","0","0","0","7925","7925","7925","0","0","0","7925","7925","7925","0","0","0","7925","7925","7925","0.08","0.08","0.08","2625","2625","2625","0","0","0","2625","2625","2625","0","0","0","2625","2625","2625","0","0","0","2625","2625","2625","0","0","0","2625","2625","2625","0","0","0"
"159500","7950","7950","7950","0","0","0","7950","7950","7950","0","0","0","7950","7950","7950","0","0","0","7950","7950","7950","0","0","0","7950","7950","7950","0.04","0.04","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160000","7975","7975","7975","0","0","0","7975","7975","7975","0","0","0","7975","7975","7975","0","0","0","7975","7975","7975","0","0","0","7975","7975","7975","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160500","8000","8000","8000","0","0","0","8000","8000","8000","0","0","0","8000","8000","8000","0","0","0","8000","8000","8000","0","0","0","8000","8000","8000","0","0","0","2650","2650","2650","0","0","0","2650","2650","2650","0","0","0","2650","2650","2650","0","0","0","2650","2650","2650","0","0","0","2650","2650","2650","0","0","0"
"161000","8025","8025","8025","0","0","0","8025","8025","8025","0","0","0","8025","8025","8025","0","0","0","8025","8025","8025","0","0","0","8025","8025","8025","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"161500","8050","8050","8050","0","0","0","8050","8050","8050","0","0","0","8050","8050","8050","0","0","0","8050","8050","8050","0","0","0","8050","8050","8050","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"162000","8075","8075","8075","0","0","0","8075","8075","8075","0","0","0","8075","8075","8075","0","0","0","8075","8075","8075","0","0","0","8075","8075","8075","0","0","0","2675","2675","2675","0.04","0.04","0.04","2675","2675","2675","0","0","0","2675","2675","2675","0","0","0","2675","2675","2675","0","0","0","2675","2675","2675","0","0","0"
"162500","8100","8100","8100","0","0","0","8100","8100","8100","0","0","0","8100","8100","8100","0","0","0","8100","8100","8100","0","0","0","8100","8100","8100","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163000","8125","8125","8125","0","0","0","8125","8125","8125","0","0","0","8125","8125","8125","0","0","0","8125","8125","8125","0","0","0","8125","8125","8125","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163500","8150","8150","8150","0","0","0","8150","8150","8150","0","0","0","8150","8150","8150","0","0","0","8150","8150","8150","0","0","0","8150","8150","8150","0","0","0","2700","2700","2700","0","0","0","2700","2700","2700","0","0","0","2700","2700","2700","0","0","0","2700","2700","2700","0","0","0","2700","2700","2700","0","0","0"
"164000","8175","8175","8175","0","0","0","8175","8175","8175","0","0","0","8175","8175","8175","0","0","0","8175","8175","8175","0","0","0","8175","8175","8175","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164500","8200","8200","8200","0","0","0","8200","8200","8200","0","0","0","8200","8200","8200","0","0","0","8200","8200","8200","0","0","0","8200","8200","8200","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165000","8225","8225","8225","0","0","0","8225","8225","8225","0","0","0","8225","8225","8225","0","0","0","8225","8225","8225","0","0","0","8225","8225","8225","0","0","0","2725","2725","2725","0","0","0","2725","2725","2725","0","0","0","2725","2725","2725","0","0","0","2725","2725","2725","0","0","0","2725","2725","2725","0","0","0"
"165500","8250","8250","8250","0","0","0","8250","8250","8250","0","0","0","8250","8250","8250","0","0","0","8250","8250","8250","0","0","0","8250","8250","8250","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166000","8275","8275","8275","0","0","0","8275","8275","8275","0","0","0","8275","8275","8275","0","0","0","8275","8275","8275","0","0","0","8275","8275","8275","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166500","8300","8300","8300","0","0","0","8300","8300","8300","0","0","0","8300","8300","8300","0","0","0","8300","8300","8300","0","0","0","8300","8300","8300","0","0","0","2750","2750","2750","0","0","0","2750","2750","2750","0","0","0","2750","2750","2750","0","0","0","2750","2750","2750","0","0","0","2750","2750","2750","0","0","0"
"167000","8325","8325","8325","0","0","0","8325","8325","8325","0","0","0","8325","8325","8325","0","0","0","8325","8325","8325","0","0","0","8325","8325","8325","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167500","8350","8350","8350","0","0","0","8350","8350","8350","0","0","0","8350","8350","8350","0","0","0","8350","8350","8350","0","0","0","8350","8350","8350","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
