"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - episode_waypoints_percent_mean","silvery-sweep-6 - episode_waypoints_percent_mean__MIN","silvery-sweep-6 - episode_waypoints_percent_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - episode_waypoints_percent_mean","jumping-sweep-5 - episode_waypoints_percent_mean__MIN","jumping-sweep-5 - episode_waypoints_percent_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - episode_waypoints_percent_mean","zany-sweep-4 - episode_waypoints_percent_mean__MIN","zany-sweep-4 - episode_waypoints_percent_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - episode_waypoints_percent_mean","visionary-sweep-3 - episode_waypoints_percent_mean__MIN","visionary-sweep-3 - episode_waypoints_percent_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - episode_waypoints_percent_mean","wandering-sweep-2 - episode_waypoints_percent_mean__MIN","wandering-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - episode_waypoints_percent_mean","eager-sweep-5 - episode_waypoints_percent_mean__MIN","eager-sweep-5 - episode_waypoints_percent_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - episode_waypoints_percent_mean","wild-sweep-3 - episode_waypoints_percent_mean__MIN","wild-sweep-3 - episode_waypoints_percent_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - episode_waypoints_percent_mean","blooming-sweep-4 - episode_waypoints_percent_mean__MIN","blooming-sweep-4 - episode_waypoints_percent_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - episode_waypoints_percent_mean","worldly-sweep-2 - episode_waypoints_percent_mean__MIN","worldly-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - episode_waypoints_percent_mean","eager-sweep-1 - episode_waypoints_percent_mean__MIN","eager-sweep-1 - episode_waypoints_percent_mean__MAX"
"127500","6350","6350","6350","0.9090909090909091","0.9090909090909091","0.9090909090909091","6350","6350","6350","0.9090909090909091","0.9090909090909091","0.9090909090909091","6350","6350","6350","0.9090909090909091","0.9090909090909091","0.9090909090909091","6350","6350","6350","0.9090909090909091","0.9090909090909091","0.9090909090909091","6350","6350","6350","0.8981818181818183","0.8981818181818183","0.8981818181818183","2100","2100","2100","0.9090909090909091","0.9090909090909091","0.9090909090909091","2100","2100","2100","0.9090909090909091","0.9090909090909091","0.9090909090909091","2100","2100","2100","0.9090909090909091","0.9090909090909091","0.9090909090909091","2100","2100","2100","0.9090909090909091","0.9090909090909091","0.9090909090909091","2100","2100","2100","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"128000","6375","6375","6375","0.9090909090909091","0.9090909090909091","0.9090909090909091","6375","6375","6375","0.9090909090909091","0.9090909090909091","0.9090909090909091","6375","6375","6375","0.9090909090909091","0.9090909090909091","0.9090909090909091","6375","6375","6375","0.9090909090909091","0.9090909090909091","0.9090909090909091","6375","6375","6375","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"128500","6400","6400","6400","0.9090909090909091","0.9090909090909091","0.9090909090909091","6400","6400","6400","0.9090909090909091","0.9090909090909091","0.9090909090909091","6400","6400","6400","0.9090909090909091","0.9090909090909091","0.9090909090909091","6400","6400","6400","0.9090909090909091","0.9090909090909091","0.9090909090909091","6400","6400","6400","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"129000","6425","6425","6425","0.9090909090909091","0.9090909090909091","0.9090909090909091","6425","6425","6425","0.9090909090909091","0.9090909090909091","0.9090909090909091","6425","6425","6425","0.9090909090909091","0.9090909090909091","0.9090909090909091","6425","6425","6425","0.9090909090909091","0.9090909090909091","0.9090909090909091","6425","6425","6425","0.9090909090909091","0.9090909090909091","0.9090909090909091","2125","2125","2125","0.9090909090909091","0.9090909090909091","0.9090909090909091","2125","2125","2125","0.9090909090909091","0.9090909090909091","0.9090909090909091","2125","2125","2125","0.9090909090909091","0.9090909090909091","0.9090909090909091","2125","2125","2125","0.9090909090909091","0.9090909090909091","0.9090909090909091","2125","2125","2125","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"129500","6450","6450","6450","0.8981818181818181","0.8981818181818181","0.8981818181818181","6450","6450","6450","0.9090909090909091","0.9090909090909091","0.9090909090909091","6450","6450","6450","0.9090909090909091","0.9090909090909091","0.9090909090909091","6450","6450","6450","0.9090909090909091","0.9090909090909091","0.9090909090909091","6450","6450","6450","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130000","6475","6475","6475","0.8981818181818183","0.8981818181818183","0.8981818181818183","6475","6475","6475","0.9090909090909091","0.9090909090909091","0.9090909090909091","6475","6475","6475","0.9090909090909091","0.9090909090909091","0.9090909090909091","6475","6475","6475","0.9090909090909091","0.9090909090909091","0.9090909090909091","6475","6475","6475","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130500","6500","6500","6500","0.8981818181818183","0.8981818181818183","0.8981818181818183","6500","6500","6500","0.9090909090909091","0.9090909090909091","0.9090909090909091","6500","6500","6500","0.9090909090909091","0.9090909090909091","0.9090909090909091","6500","6500","6500","0.8981818181818183","0.8981818181818183","0.8981818181818183","6500","6500","6500","0.9090909090909091","0.9090909090909091","0.9090909090909091","2150","2150","2150","0.8981818181818183","0.8981818181818183","0.8981818181818183","2150","2150","2150","0.9090909090909091","0.9090909090909091","0.9090909090909091","2150","2150","2150","0.9090909090909091","0.9090909090909091","0.9090909090909091","2150","2150","2150","0.9090909090909091","0.9090909090909091","0.9090909090909091","2150","2150","2150","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"131000","6525","6525","6525","0.9090909090909091","0.9090909090909091","0.9090909090909091","6525","6525","6525","0.9090909090909091","0.9090909090909091","0.9090909090909091","6525","6525","6525","0.9090909090909091","0.9090909090909091","0.9090909090909091","6525","6525","6525","0.8981818181818183","0.8981818181818183","0.8981818181818183","6525","6525","6525","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131500","6550","6550","6550","0.9090909090909091","0.9090909090909091","0.9090909090909091","6550","6550","6550","0.9090909090909091","0.9090909090909091","0.9090909090909091","6550","6550","6550","0.9090909090909091","0.9090909090909091","0.9090909090909091","6550","6550","6550","0.9090909090909091","0.9090909090909091","0.9090909090909091","6550","6550","6550","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132000","6575","6575","6575","0.9090909090909091","0.9090909090909091","0.9090909090909091","6575","6575","6575","0.9090909090909091","0.9090909090909091","0.9090909090909091","6575","6575","6575","0.9090909090909091","0.9090909090909091","0.9090909090909091","6575","6575","6575","0.9090909090909091","0.9090909090909091","0.9090909090909091","6575","6575","6575","0.9090909090909091","0.9090909090909091","0.9090909090909091","2175","2175","2175","0.9090909090909091","0.9090909090909091","0.9090909090909091","2175","2175","2175","0.9090909090909091","0.9090909090909091","0.9090909090909091","2175","2175","2175","0.9090909090909091","0.9090909090909091","0.9090909090909091","2175","2175","2175","0.8945454545454545","0.8945454545454545","0.8945454545454545","2175","2175","2175","0.8981818181818183","0.8981818181818183","0.8981818181818183"
"132500","6600","6600","6600","0.9090909090909091","0.9090909090909091","0.9090909090909091","6600","6600","6600","0.9090909090909091","0.9090909090909091","0.9090909090909091","6600","6600","6600","0.9090909090909091","0.9090909090909091","0.9090909090909091","6600","6600","6600","0.9090909090909091","0.9090909090909091","0.9090909090909091","6600","6600","6600","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"133000","6625","6625","6625","0.9090909090909091","0.9090909090909091","0.9090909090909091","6625","6625","6625","0.9090909090909091","0.9090909090909091","0.9090909090909091","6625","6625","6625","0.9090909090909091","0.9090909090909091","0.9090909090909091","6625","6625","6625","0.9090909090909091","0.9090909090909091","0.9090909090909091","6625","6625","6625","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"133500","6650","6650","6650","0.9090909090909091","0.9090909090909091","0.9090909090909091","6650","6650","6650","0.9090909090909091","0.9090909090909091","0.9090909090909091","6650","6650","6650","0.9090909090909091","0.9090909090909091","0.9090909090909091","6650","6650","6650","0.9090909090909091","0.9090909090909091","0.9090909090909091","6650","6650","6650","0.9090909090909091","0.9090909090909091","0.9090909090909091","2200","2200","2200","0.9018181818181817","0.9018181818181817","0.9018181818181817","2200","2200","2200","0.9090909090909091","0.9090909090909091","0.9090909090909091","2200","2200","2200","0.9090909090909091","0.9090909090909091","0.9090909090909091","2200","2200","2200","0.9090909090909091","0.9090909090909091","0.9090909090909091","2200","2200","2200","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"134000","6675","6675","6675","0.9090909090909091","0.9090909090909091","0.9090909090909091","6675","6675","6675","0.869090909090909","0.869090909090909","0.869090909090909","6675","6675","6675","0.9090909090909091","0.9090909090909091","0.9090909090909091","6675","6675","6675","0.9090909090909091","0.9090909090909091","0.9090909090909091","6675","6675","6675","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"134500","6700","6700","6700","0.9090909090909091","0.9090909090909091","0.9090909090909091","6700","6700","6700","0.869090909090909","0.869090909090909","0.869090909090909","6700","6700","6700","0.9090909090909091","0.9090909090909091","0.9090909090909091","6700","6700","6700","0.9090909090909091","0.9090909090909091","0.9090909090909091","6700","6700","6700","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135000","6725","6725","6725","0.9090909090909091","0.9090909090909091","0.9090909090909091","6725","6725","6725","0.8763636363636365","0.8763636363636365","0.8763636363636365","6725","6725","6725","0.9090909090909091","0.9090909090909091","0.9090909090909091","6725","6725","6725","0.9090909090909091","0.9090909090909091","0.9090909090909091","6725","6725","6725","0.9090909090909091","0.9090909090909091","0.9090909090909091","2225","2225","2225","0.9090909090909091","0.9090909090909091","0.9090909090909091","2225","2225","2225","0.9090909090909091","0.9090909090909091","0.9090909090909091","2225","2225","2225","0.9090909090909091","0.9090909090909091","0.9090909090909091","2225","2225","2225","0.9018181818181817","0.9018181818181817","0.9018181818181817","2225","2225","2225","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"135500","6750","6750","6750","0.9090909090909091","0.9090909090909091","0.9090909090909091","6750","6750","6750","0.9090909090909091","0.9090909090909091","0.9090909090909091","6750","6750","6750","0.9090909090909091","0.9090909090909091","0.9090909090909091","6750","6750","6750","0.9090909090909091","0.9090909090909091","0.9090909090909091","6750","6750","6750","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"136000","6775","6775","6775","0.9090909090909091","0.9090909090909091","0.9090909090909091","6775","6775","6775","0.9090909090909091","0.9090909090909091","0.9090909090909091","6775","6775","6775","0.9090909090909091","0.9090909090909091","0.9090909090909091","6775","6775","6775","0.9090909090909091","0.9090909090909091","0.9090909090909091","6775","6775","6775","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"136500","6800","6800","6800","0.9090909090909091","0.9090909090909091","0.9090909090909091","6800","6800","6800","0.9090909090909091","0.9090909090909091","0.9090909090909091","6800","6800","6800","0.9090909090909091","0.9090909090909091","0.9090909090909091","6800","6800","6800","0.9090909090909091","0.9090909090909091","0.9090909090909091","6800","6800","6800","0.9090909090909091","0.9090909090909091","0.9090909090909091","2250","2250","2250","0.8872727272727273","0.8872727272727273","0.8872727272727273","2250","2250","2250","0.9090909090909091","0.9090909090909091","0.9090909090909091","2250","2250","2250","0.9090909090909091","0.9090909090909091","0.9090909090909091","2250","2250","2250","0.9090909090909091","0.9090909090909091","0.9090909090909091","2250","2250","2250","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"137000","6825","6825","6825","0.9090909090909091","0.9090909090909091","0.9090909090909091","6825","6825","6825","0.9090909090909091","0.9090909090909091","0.9090909090909091","6825","6825","6825","0.9018181818181817","0.9018181818181817","0.9018181818181817","6825","6825","6825","0.9090909090909091","0.9090909090909091","0.9090909090909091","6825","6825","6825","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"137500","6850","6850","6850","0.9090909090909091","0.9090909090909091","0.9090909090909091","6850","6850","6850","0.9090909090909091","0.9090909090909091","0.9090909090909091","6850","6850","6850","0.9018181818181817","0.9018181818181817","0.9018181818181817","6850","6850","6850","0.9090909090909091","0.9090909090909091","0.9090909090909091","6850","6850","6850","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"138000","6875","6875","6875","0.9090909090909091","0.9090909090909091","0.9090909090909091","6875","6875","6875","0.9090909090909091","0.9090909090909091","0.9090909090909091","6875","6875","6875","0.9018181818181817","0.9018181818181817","0.9018181818181817","6875","6875","6875","0.9090909090909091","0.9090909090909091","0.9090909090909091","6875","6875","6875","0.9090909090909091","0.9090909090909091","0.9090909090909091","2275","2275","2275","0.8872727272727273","0.8872727272727273","0.8872727272727273","2275","2275","2275","0.9090909090909091","0.9090909090909091","0.9090909090909091","2275","2275","2275","0.9090909090909091","0.9090909090909091","0.9090909090909091","2275","2275","2275","0.8981818181818183","0.8981818181818183","0.8981818181818183","2275","2275","2275","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"138500","6900","6900","6900","0.9090909090909091","0.9090909090909091","0.9090909090909091","6900","6900","6900","0.9090909090909091","0.9090909090909091","0.9090909090909091","6900","6900","6900","0.9090909090909091","0.9090909090909091","0.9090909090909091","6900","6900","6900","0.9090909090909091","0.9090909090909091","0.9090909090909091","6900","6900","6900","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"139000","6925","6925","6925","0.9090909090909091","0.9090909090909091","0.9090909090909091","6925","6925","6925","0.9090909090909091","0.9090909090909091","0.9090909090909091","6925","6925","6925","0.9090909090909091","0.9090909090909091","0.9090909090909091","6925","6925","6925","0.9090909090909091","0.9090909090909091","0.9090909090909091","6925","6925","6925","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"139500","6950","6950","6950","0.9090909090909091","0.9090909090909091","0.9090909090909091","6950","6950","6950","0.9018181818181817","0.9018181818181817","0.9018181818181817","6950","6950","6950","0.9090909090909091","0.9090909090909091","0.9090909090909091","6950","6950","6950","0.9090909090909091","0.9090909090909091","0.9090909090909091","6950","6950","6950","0.9090909090909091","0.9090909090909091","0.9090909090909091","2300","2300","2300","0.9090909090909091","0.9090909090909091","0.9090909090909091","2300","2300","2300","0.9090909090909091","0.9090909090909091","0.9090909090909091","2300","2300","2300","0.9090909090909091","0.9090909090909091","0.9090909090909091","2300","2300","2300","0.9090909090909091","0.9090909090909091","0.9090909090909091","2300","2300","2300","0.9090909090909091","0.9090909090909091","0.9090909090909091"
